tipo,inicio,fin,longitud,strand,producto,locus_tag,gc_content,protein_id
CDS,1885844,1886810,966,+,carnitine monooxygenase subunit YeaX,b1803,50.103519668737064,AAC74873.1
CDS,1886863,1887991,1128,-,RNase D,b1804,54.07801418439716,AAC74874.1
CDS,1888060,1889746,1686,-,long-chain-fatty-acid--CoA ligase,b1805,51.18623962040332,AAC74875.1
CDS,1889950,1890532,582,-,Slp family lipoprotein YeaY,b1806,53.608247422680414,AAC74876.1
CDS,1890571,1891267,696,-,"N(6)-L-threonylcarbamoyladenine synthase, TsaB subunit",b1807,55.603448275862064,AAC74877.1
CDS,1891324,1893235,1911,-,ATP-dependent DNA helicase YoaA,b1808,55.20669806384092,AAC74878.1
CDS,1893366,1893711,345,+,RutC family protein YoaB,b1809,51.59420289855072,AAC74879.2
CDS,1894132,1894432,300,+,DUF1889 domain-containing protein YoaC,b1810,44.666666666666664,AAC74880.2
CDS,1894551,1894731,180,-,UFP0181 family protein YoaH,b1811,56.111111111111114,AAC74881.1
CDS,1894804,1896166,1362,+,aminodeoxychorismate synthase subunit 1,b1812,50.95447870778267,AAC74882.1
CDS,1896169,1896748,579,+,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,b1813,54.92227979274611,AAC74883.1
CDS,1896931,1898296,1365,+,L-serine deaminase I,b1814,53.99267399267399,AAC74884.1
CDS,1898426,1900025,1599,+,putative cyclic di-GMP phosphodiesterase PdeD,b1815,50.53158223889931,AAC74885.2
CDS,1900028,1901585,1557,-,TerC family inner membrane protein YoaE,b1816,53.88567758509954,AAC74886.1
CDS,1901572,1901731,159,-,protein YoaL,b4751,46.540880503144656,AYC08223.2
CDS,1902047,1903019,972,+,mannose-specific PTS enzyme IIAB component,b1817,50.308641975308646,AAC74887.1
CDS,1903081,1903882,801,+,mannose-specific PTS enzyme IIC component,b1818,51.56054931335831,AAC74888.1
CDS,1903894,1904746,852,+,mannose-specific PTS enzyme IID component,b1819,52.69953051643193,AAC74889.2
CDS,1904800,1905259,459,+,DUF986 domain-containing inner membrane protein YobD,b1820,45.09803921568628,AAC74890.1
CDS,1905687,1906254,567,+,Mn(2(+)) exporter,b1821,51.67548500881834,AAC74891.2
CDS,1906250,1907060,810,-,23S rRNA m(1)G745 methyltransferase,b1822,51.358024691358025,AAC74892.1
CDS,1907225,1907435,210,-,transcription antiterminator and regulator of mRNA stability CspC,b1823,46.666666666666664,AAC74893.1
CDS,1907447,1907591,144,-,DUF2527 domain-containing protein YobF,b1824,42.36111111111111,AAC74894.1
CDS,1908260,1908548,288,-,uncharacterized protein YebO,b1825,43.40277777777778,AAC74895.1
CDS,1908622,1908766,144,-,PhoQ kinase inhibitor,b1826,46.52777777777778,AAC74896.1
CDS,1908924,1909164,240,+,uncharacterized protein YobH,b4536,43.75,ABD18672.1
CDS,1909307,1910099,792,-,DNA-binding transcriptional repressor KdgR,b1827,49.74747474747475,AAC74897.1
CDS,1910275,1911649,1374,+,putative transporter YebQ,b1828,52.32896652110626,AAC74898.2
CDS,1911694,1912576,882,-,protease HtpX,b1829,53.51473922902494,AAC74899.1
CDS,1912767,1914816,2049,-,tail-specific protease,b1830,50.366032210834554,AAC74900.1
CDS,1914835,1915534,699,-,RNA chaperone ProQ,b1831,52.93276108726752,AAC74901.2
CDS,1915630,1916128,498,-,free methionine-(R)-sulfoxide reductase,b1832,49.19678714859438,AAC74902.2
CDS,1916257,1917541,1284,+,intermembrane transport protein LetA,b1833,50.07788161993769,AAC74903.1
CDS,1917509,1920143,2634,+,lipophilic envelope spanning tunnel,b1834,53.64464692482915,AAC74904.2
CDS,1920222,1921662,1440,+,16S rRNA m(5)C1407 methyltransferase,b1835,51.80555555555556,AAC74905.2
CDS,1921779,1922016,237,+,DUF1480 domain-containing protein YebV,b1836,48.52320675105485,AAC74906.2
CDS,1922120,1922312,192,+,DUF1482 domain-containing protein YebW,b1837,45.83333333333333,AAC74907.2
CDS,1922312,1922969,657,-,phosphoprotein phosphatase 1,b1838,47.792998477929984,AAC74908.2
CDS,1923364,1923706,342,-,DUF2511 domain-containing protein YebY,b1839,45.90643274853801,AAC74909.1
CDS,1923718,1924591,873,-,CopD family protein,b1840,53.15005727376862,AAC74910.1
CDS,1924594,1924969,375,-,copper-binding protein,b1841,49.86666666666667,AAC74911.1
CDS,1925107,1925338,231,+,DNA polymerase III subunit theta,b1842,48.484848484848484,AAC74912.1
CDS,1925439,1926096,657,+,putative carbon-nitrogen hydrolase family protein YobB,b1843,52.054794520547944,AAC74913.1
CDS,1926119,1926782,663,+,exonuclease X,b1844,51.88536953242836,AAC74914.1
CDS,1926778,1928839,2061,-,oligopeptidase B,b1845,49.83017952450267,AAC74915.1
CDS,1929047,1929707,660,-,DUF533 domain-containing inner membrane protein YebE,b1846,52.72727272727272,AAC74916.1
CDS,1930033,1930390,357,-,secreted protein YebF,b1847,49.299719887955185,AAC74917.2
CDS,1930456,1930747,291,-,DNA damage-inducible protein YebG,b1848,49.48453608247423,AAC74918.1
CDS,1930880,1932059,1179,+,phosphoribosylglycinamide formyltransferase 2,b1849,53.774385072095,AAC74919.1
CDS,1932114,1932756,642,-,KHG/KDPG aldolase,b1850,56.230529595015575,AAC74920.1
CDS,1932792,1934604,1812,-,phosphogluconate dehydratase,b1851,53.64238410596026,AAC74921.1
CDS,1934838,1936314,1476,-,NADP(+)-dependent glucose-6-phosphate dehydrogenase,b1852,51.69376693766937,AAC74922.1
CDS,1936651,1937521,870,+,DNA-binding transcriptional repressor YebK,b1853,48.96551724137931,AAC74923.1
CDS,1937648,1939091,1443,+,pyruvate kinase 2,b1854,52.80665280665281,AAC74924.1
CDS,1939221,1940193,972,-,Lipid A biosynthesis myristoyltransferase,b1855,51.54320987654321,AAC74925.1
CDS,1940312,1941635,1323,-,peptidoglycan endopeptidase MepM,b1856,52.45653817082388,AAC74926.2
CDS,1941650,1942583,933,-,Zn(2(+)) ABC transporter periplasmic binding protein,b1857,49.08896034297964,AAC74927.2
CDS,1942661,1943417,756,+,Zn(2(+)) ABC transporter ATP binding subunit,b1858,49.2063492063492,AAC74928.1
CDS,1943413,1944199,786,+,Zn(2(+)) ABC transporter membrane subunit,b1859,51.908396946564885,AAC74929.1
CDS,1944345,1945356,1011,-,Holliday junction branch migration complex subunit RuvB,b1860,52.720079129574685,AAC74930.1
CDS,1945364,1945976,612,-,Holliday junction branch migration complex subunit RuvA,b1861,53.26797385620915,AAC74931.1
CDS,1946114,1946180,66,-,uncharacterized protein YobI,b4677,19.696969696969695,ACO59996.1
CDS,1946250,1946853,603,+,putative papain-like amidase YebB,b1862,44.11276948590381,AAC74932.2
CDS,1946854,1947376,522,-,crossover junction endodeoxyribonuclease RuvC,b1863,55.938697318007655,AAC74933.1
CDS,1947410,1948151,741,-,putative transcriptional regulator YebC,b1864,52.226720647773284,AAC74934.1
CDS,1948179,1948632,453,-,dihydroneopterin triphosphate diphosphatase,b1865,52.53863134657837,AAC74935.1
CDS,1948749,1950522,1773,-,aspartate--tRNA ligase,b1866,53.75070501974055,AAC74936.1
CDS,1950831,1951398,567,+,isochorismatase family protein YecD,b1867,53.086419753086425,AAC74937.2
CDS,1951394,1952213,819,+,DUF72 domain-containing protein YecE,b1868,51.037851037851034,AAC74938.1
CDS,1952265,1952661,396,+,MAPEG family inner membrane protein YecN,b1869,50.75757575757576,AAC74939.2
CDS,1952701,1953445,744,+,carboxy-S-adenosyl-L-methionine synthase,b1870,50.67204301075269,AAC74940.1
CDS,1953441,1954413,972,+,tRNA U34 carboxymethyltransferase,b1871,52.05761316872428,AAC74941.1
CDS,1954577,1957007,2430,-,trimethylamine N-oxide reductase 2,b1872,51.31687242798354,AAC74942.2
CDS,1957031,1958132,1101,-,cytochrome c quinol dehydrogenase TorY,b1873,47.41144414168937,AAC74943.1
CDS,1958519,1959266,747,-,PF03932 family protein CutC,b1874,51.941097724230254,AAC74944.2
CDS,1959279,1959846,567,-,putative metal-binding enzyme YecM,b1875,50.79365079365079,AAC74945.2
CDS,1960061,1961795,1734,+,arginine--tRNA ligase,b1876,53.28719723183391,AAC74946.1
CDS,1961836,1961881,45,-,protein YecV,b4778,31.11111111111111,QNV50531.1
CDS,1961971,1962460,489,+,protein YecT,b1877,38.85480572597137,AAC74947.2
CDS,1962579,1962972,393,-,flagellar protein FlhE,b1878,52.67175572519084,AAC74948.1
CDS,1962971,1965050,2079,-,flagellar biosynthesis protein FlhA,b1879,54.882154882154886,AAC74949.1
CDS,1965042,1966191,1149,-,flagellar biosynthesis protein FlhB,b1880,54.91731940818103,AAC74950.1
CDS,1966392,1967037,645,-,chemotaxis protein CheZ,b1881,53.48837209302325,AAC74951.1
CDS,1967047,1967437,390,-,chemotaxis protein CheY,b1882,49.23076923076923,AAC74952.1
CDS,1967451,1968501,1050,-,protein-glutamate methylesterase/protein glutamine deamidase,b1883,54.285714285714285,AAC74953.1
CDS,1968503,1969364,861,-,chemotaxis protein methyltransferase,b1884,54.239256678281066,AAC74954.1
CDS,1969382,1970984,1602,-,methyl-accepting chemotaxis protein Tap,b1885,53.558052434456926,AAC74955.1
CDS,1971029,1972691,1662,-,methyl-accepting chemotaxis protein Tar,b1886,52.76774969915764,AAC74956.1
CDS,1972835,1973339,504,-,chemotaxis protein CheW,b1887,51.98412698412699,AAC74957.1
CDS,1973359,1975324,1965,-,chemotaxis protein CheA,b1888,53.12977099236641,UMR55122.1
CDS,1973359,1975033,1674,-,chemotaxis protein CheA,b1888,54.00238948626045,AAC74958.2
CDS,1975328,1976255,927,-,motility protein B,b1889,53.182308522114354,AAC74959.1
CDS,1976251,1977139,888,-,motility protein A,b1890,51.35135135135135,AAC74960.1
CDS,1977265,1977844,579,-,DNA-binding transcriptional dual regulator FlhC,b1891,49.05008635578584,AAC74961.1
CDS,1977846,1978197,351,-,DNA-binding transcriptional dual regulator FlhD,b1892,46.438746438746435,AAC74962.2
CDS,1978517,1979021,504,-,IS1 protein InsB,b1893,54.563492063492056,AAC74963.1
CDS,1978939,1979215,276,-,IS1 protein InsA,b1894,52.89855072463768,AAC74964.1
CDS,1979752,1980181,429,+,universal stress protein C,b1895,44.988344988344984,AAC74965.1
CDS,1980187,1981612,1425,-,trehalose-6-phosphate synthase,b1896,49.19298245614035,AAC74966.1
CDS,1981586,1982387,801,-,trehalose-6-phosphate phosphatase,b1897,50.56179775280899,AAC74967.1
CDS,1982553,1983540,987,-,arabinose ABC transporter membrane subunit,b4460,51.16514690982776,AAT48138.2
CDS,1983554,1985069,1515,-,arabinose ABC transporter ATP binding subunit,b1900,52.27722772277228,AAC74970.1
CDS,1985138,1986128,990,-,arabinose ABC transporter periplasmic binding protein,b1901,51.81818181818182,AAC74971.1
CDS,1986924,1987428,504,+,putative ferritin-like protein,b1902,47.817460317460316,AAC74972.1
CDS,1987506,1987758,252,-,DUF2766 domain-containing protein YecJ,b4537,48.41269841269841,AAC74973.2
CDS,1987872,1987959,87,-,small regulatory membrane protein AzuC,b4663,39.08045977011494,ACO59997.1
CDS,1988221,1988545,324,+,lipoprotein YecR,b1904,50.308641975308646,AAC74974.1
CDS,1988715,1989213,498,+,ferritin iron storage protein,b1905,42.77108433734939,AAC74975.1
CDS,1989250,1989490,240,-,DUF2492 domain-containing protein YecH,b1906,47.083333333333336,AAC74976.1
CDS,1989680,1990892,1212,+,tyrosine:H(+) symporter,b1907,51.23762376237624,AAC74977.1
CDS,1990953,1991619,666,-,putative Fe-binding protein YecA,b1908,53.003003003003,AAC74978.1
CDS,1992268,1992817,549,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,b1912,52.459016393442624,AAC74979.1
CDS,1992873,1994706,1833,-,UvrABC excision nuclease subunit C,b1913,51.71849427168576,AAC74980.2
CDS,1994702,1995359,657,-,DNA-binding transcriptional activator UvrY,b1914,49.77168949771689,AAC74981.1
CDS,1995654,1995831,177,+,protein YecU,b4752,34.463276836158194,AYC08224.1
CDS,1995817,1996042,225,+,DUF2594 domain-containing protein YecF,b1915,48.0,AAC74982.1
CDS,1996109,1996832,723,-,DNA-binding transcriptional dual regulator SdiA,b1916,46.749654218533884,AAC74983.1
CDS,1997061,1997814,753,-,cystine ABC transporter ATP binding subunit,b1917,54.31606905710491,AAC74984.1
CDS,1997810,1998479,669,-,cystine ABC transporter membrane subunit,b1918,52.76532137518684,AAC74985.1
CDS,1998493,1999480,987,-,D-cysteine desulfhydrase,b1919,54.00202634245187,AAC74986.2
CDS,1999584,2000385,801,-,cystine ABC transporter periplasmic binding protein,b1920,49.812734082397,AAC74987.1
CDS,2000472,2001024,552,-,DNA-binding transcriptional regulator FliZ,b1921,46.55797101449276,AAC74988.2
CDS,2001069,2001789,720,-,RNA polymerase sigma factor FliA,b1922,54.166666666666664,AAC74989.1
CDS,2002109,2003606,1497,-,flagellar filament structural protein,b1923,47.49498997995992,AAC74990.1
CDS,2003871,2005278,1407,+,flagellar filament capping protein,b1924,52.23880597014925,AAC74991.1
CDS,2005302,2005713,411,+,flagellar biosynthesis protein FliS,b1925,49.87834549878345,AAC74992.1
CDS,2005712,2006078,366,+,flagellar biosynthesis protein FliT,b1926,51.63934426229508,AAC74993.1
CDS,2006155,2007643,1488,+,alpha-amylase,b1927,49.79838709677419,AAC74994.1
CDS,2007676,2008090,414,-,lipoprotein YedD,b1928,57.00483091787439,AAC74995.1
CDS,2008276,2009482,1206,+,putative selenium transporter YedE,b1929,54.8922056384743,AAC74996.1
CDS,2009478,2009712,234,+,putative sulfurtransferase YedF,b1930,48.29059829059829,AAC74997.1
CDS,2009820,2010489,669,+,genome maintenance protein,b1931,51.86846038863976,AAT48139.1
CDS,2010599,2011079,480,+,putative acetyltransferase YedL,b1932,47.083333333333336,AAC74999.1
CDS,2012699,2013014,315,-,flagellar protein FliE,b1937,53.96825396825397,AAC75004.1
CDS,2013228,2014887,1659,+,flagellar basal-body MS-ring and collar protein,b1938,54.61121157323689,AAC75005.1
CDS,2014879,2015875,996,+,flagellar motor switch protein FliG,b1939,55.62248995983936,AAC75006.1
CDS,2015867,2016554,687,+,flagellar biosynthesis protein FliH,b1940,57.05967976710335,AAC75007.2
CDS,2016553,2017927,1374,+,flagellar export ATPase FliI,b1941,58.58806404657933,AAC75008.1
CDS,2017945,2018389,444,+,flagellar biosynthesis protein FliJ,b1942,51.57657657657657,AAC75009.1
CDS,2018385,2019513,1128,+,flagellar hook-length control protein,b1943,54.87588652482269,AAC75010.1
CDS,2019617,2020082,465,+,flagellar protein FliL,b1944,53.333333333333336,AAC75011.1
CDS,2020086,2021091,1005,+,flagellar motor switch protein FliM,b1945,53.333333333333336,AAC75012.1
CDS,2021087,2021501,414,+,flagellar motor switch protein FliN,b1946,55.072463768115945,AAC75013.1
CDS,2021503,2021869,366,+,flagellar biosynthesis protein FliO,b1947,54.644808743169406,AAC75014.2
CDS,2021868,2022606,738,+,flagellar biosynthesis protein FliP,b1948,53.116531165311656,AAC75015.1
CDS,2022615,2022885,270,+,flagellar biosynthesis protein FliQ,b1949,50.37037037037037,AAC75016.1
CDS,2022892,2023678,786,+,flagellar biosynthesis protein FliR,b1950,47.45547073791349,AAC75017.1
CDS,2023967,2024591,624,+,DNA-binding transcriptional activator RcsA,b1951,38.141025641025635,AAC75018.1
CDS,2024634,2024823,189,-,protein DsrB,b1952,51.32275132275132,AAC75019.1
CDS,2024985,2025213,228,+,stress-induced protein,b1953,48.68421052631579,AAC75020.2
CDS,2025510,2026326,816,+,putative mannosyl-3-phosphoglycerate phosphatase,b1955,52.083333333333336,AAC75021.1
CDS,2026322,2028017,1695,-,diguanylate cyclase DgcQ,b1956,51.38643067846608,AAC75022.2
CDS,2028187,2028370,183,-,protein YodC,b1957,53.00546448087432,AAC75023.1
CDS,2028448,2029366,918,-,DUF808 domain-containing inner membrane protein YedI,b1958,53.05010893246187,AAC75024.1
CDS,2029538,2030459,921,+,putative transporter YedA,b1959,53.63735070575461,AAC75025.1
CDS,2030447,2030918,471,-,DNA mismatch endonuclease Vsr,b1960,56.05095541401274,AAC75026.1
CDS,2030898,2032317,1419,-,DNA-cytosine methyltransferase,b1961,52.14940098661028,AAC75027.1
CDS,2032383,2033079,696,-,putative HD superfamily phosphohydrolase YedJ,b1962,54.45402298850575,AAC75028.1
CDS,2033118,2033421,303,-,cell division protein DrpB,b1963,53.79537953795379,AAC75029.3
CDS,2035834,2036686,852,+,protein/nucleic acid deglycase 1,b1967,48.59154929577465,AAC75033.1
CDS,2036793,2038152,1359,-,sensor histidine kinase HprS,b1968,39.661515820456216,AAC75034.1
CDS,2038151,2038823,672,-,DNA-binding transcriptional dual regulator HprR,b1969,44.79166666666667,AAC75035.2
CDS,2038955,2039369,414,+,hydroxyisourate hydrolase/transthyretin-related protein,b1970,41.78743961352657,AAC75036.1
CDS,2039477,2040482,1005,+,protein-L-methionine sulfoxide reductase catalytic subunit MsrP,b1971,52.13930348258706,AAC75037.1
CDS,2040482,2041118,636,+,membrane-bound flavocytochrome MsrQ,b1972,47.9559748427673,AAC75038.1
CDS,2041374,2042025,651,+,metal-binding protein ZinT,b1973,38.24884792626728,AAC75039.1
CDS,2042367,2042898,531,+,putative cytochrome b561 YodB,b1974,42.18455743879473,AAC75040.2
CDS,2043650,2044448,798,+,Mlc titration factor,b1976,45.86466165413533,AAC75041.2
CDS,2044994,2052014,7020,+,inverse autotransporter adhesin,b1978,50.071225071225065,AAC75042.5
CDS,2053642,2054959,1317,+,shikimate:H(+) symporter,b1981,50.417615793470006,AAC75045.1
CDS,2055060,2056515,1455,+,AMP nucleosidase,b1982,50.24054982817869,AAC75046.1
CDS,2056857,2057574,717,+,putative transcriptional regulator YeeN,b1983,39.8884239888424,AAC75047.1
CDS,2058202,2059846,1644,-,FMN/FAD exporter,b1985,48.29683698296837,AAC75048.3
CDS,2059963,2060914,951,-,DNA-binding transcriptional activator Cbl,b1987,48.26498422712934,AAC75049.1
CDS,2061015,2061933,918,-,DNA-binding transcriptional dual regulator Nac,b1988,48.148148148148145,AAC75050.1
CDS,2062390,2063323,933,-,"L,D-transpeptidase LdtA",b1990,49.62486602357985,AAC75051.1
CDS,2063387,2064467,1080,-,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,b1991,51.2962962962963,AAC75052.1
CDS,2064478,2065222,744,-,cobalamin 5'-phosphate synthase,b1992,53.494623655913976,AAC75053.1
CDS,2065218,2065764,546,-,cobinamide-P guanylyltransferase/cobinamide kinase,b1993,50.54945054945055,AAC75054.1
CDS,2066304,2067285,981,-,IS5 transposase and trans-activator,b1994,54.94393476044852,AAC75055.2
CDS,2068634,2070474,1840,+,CP4-44 prophage; TonB-dependent receptor plug domain-containing protein YoeA,b4582,45.63492063492063,NA
CDS,2068951,2069857,906,-,IS2 insertion element protein InsB,b1996,55.07726269315674,AAC75057.1
CDS,2069814,2070180,366,-,IS2 insertion element repressor InsA,b1997,53.00546448087432,AAT48140.2
CDS,2071538,2074658,3120,+,self recognizing antigen 43 (Ag43) autotransporter,b2000,58.23717948717949,AAT48141.1
CDS,2074778,2076311,1533,+,inner membrane protein YeeR,b2001,50.293542074364,AAC75062.2
CDS,2076307,2076754,447,+,RadC-like JAB domain-containing protein YeeS,b2002,58.16554809843401,AAC75063.1
CDS,2076816,2077038,222,+,DUF987 domain-containing protein YeeT,b2003,52.702702702702695,AAC75064.1
CDS,2077111,2077480,369,+,cytoskeleton bundling-enhancing antitoxin CbeA,b2004,57.18157181571816,AAC75065.1
CDS,2077568,2077943,375,+,cytoskeleton-binding toxin CbtA,b2005,53.06666666666666,AAC75066.1
CDS,2077939,2078134,195,+,putative uncharacterized protein YeeW,b2006,49.23076923076923,AYC08225.1
CDS,2078574,2078931,357,+,putative uncharacterized protein YoeF,b4538,48.4593837535014,AYC08226.1
CDS,2079031,2079361,330,-,PTS system regulator TmaR,b2007,47.878787878787875,AAC75068.2
CDS,2079426,2079477,51,-,protein YoeJ,b4818,39.21568627450981,UMR55114.1
CDS,2079532,2080591,1059,-,putative transporter YeeA,b2008,50.802644003777154,AAC75069.1
CDS,2080788,2081262,474,-,DNA gyrase inhibitor,b2009,47.257383966244724,AAC75070.1
CDS,2081380,2082547,1167,-,D-alanyl-D-alanine carboxypeptidase DacD,b2010,49.27163667523565,AAC75071.2
CDS,2082755,2084183,1428,+,exodeoxyribonuclease I,b2011,50.070028011204485,AAC75072.1
CDS,2084225,2084453,228,-,putative thiosulfate sulfurtransferase,b2012,50.43859649122807,AAC75073.1
CDS,2084466,2085525,1059,-,thiosulfate transporter,b2013,50.42492917847026,AAC75074.1
CDS,2085703,2087062,1359,-,putrescine:H(+) symporter PlaP,b2014,52.68579838116262,AAC75075.2
CDS,2087051,2087114,63,-,uncharacterized protein YoeI,b4678,44.44444444444444,ACO59998.1
CDS,2087328,2088258,930,-,putative DNA-binding transcriptional regulator YeeY,b2015,50.43010752688172,AAC75076.2
CDS,2088303,2089128,825,-,putative epimerase YeeZ,b2016,51.87878787878788,AAC75077.1
CDS,2089210,2089465,255,-,ribosome-dependent mRNA interferase toxin YoeB,b4539,44.31372549019608,ABD18681.1
CDS,2089461,2089713,252,-,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor,b2017,48.41269841269841,AAC75078.2
CDS,2089995,2090046,51,+,his operon leader peptide,b2018,43.13725490196079,AAC75079.1
CDS,2090191,2091091,900,+,ATP phosphoribosyltransferase,b2019,54.11111111111111,AAC75080.1
CDS,2091096,2092401,1305,+,histidinal/histidinol dehydrogenase,b2020,58.08429118773947,AAC75081.1
CDS,2092397,2093468,1071,+,histidinol-phosphate aminotransferase,b2021,55.368814192343606,AAC75082.1
CDS,2093467,2094535,1068,+,imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase,b2022,53.37078651685393,AAC75083.2
CDS,2094534,2095125,591,+,imidazole glycerol phosphate synthase subunit HisH,b2023,56.683587140439926,AAC75084.1
CDS,2095124,2095862,738,+,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,b2024,57.18157181571816,AAC75085.2
CDS,2095843,2096620,777,+,imidazole glycerol phosphate synthase subunit HisF,b2025,51.86615186615187,AAC75086.1
CDS,2096613,2097225,612,+,putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,b2026,54.57516339869281,AAC75087.1
CDS,2097320,2098301,981,-,O-antigen co-polymerase,b2027,45.87155963302752,AAC75088.2
CDS,2098446,2099613,1167,-,UDP-glucose 6-dehydrogenase,b2028,43.78748928877464,AAC75089.1
CDS,2099861,2101268,1407,-,"6-phosphogluconate dehydrogenase, decarboxylating",b2029,50.1776830135039,AAC75090.1
CDS,2101395,2103389,1994,-,interrupted rhamnosyltransferase WbbL,b4571,35.34591194968553,NA
CDS,2101894,2102875,981,-,IS5 transposase and trans-activator,b2030,55.04587155963303,AAC74413.2
CDS,2103390,2104509,1119,-,putative glycosyltransferase WbbK,b2032,31.903485254691688,AAC75093.1
CDS,2104493,2105084,591,-,putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ,b2033,40.609137055837564,AAC75094.1
CDS,2105064,2106057,993,-,"beta-1,6-galactofuranosyltransferase WbbI",b2034,35.95166163141994,AAC75095.1
CDS,2106059,2107226,1167,-,putative O-antigen polymerase,b2035,32.305055698371895,AAC75096.1
CDS,2107225,2108329,1104,-,UDP-galactopyranose mutase,b2036,35.59782608695652,AAC75097.1
CDS,2108336,2109584,1248,-,polyisoprenol-linked O16-antigen repeat unit flippase,b2037,35.41666666666667,AAC75098.1
CDS,2109580,2110138,558,-,"dTDP-4-dehydrorhamnose 3,5-epimerase",b2038,38.70967741935484,AAC75099.1
CDS,2110137,2111019,882,-,glucose-1-phosphate thymidylyltransferase 1,b2039,42.7437641723356,AAC75100.1
CDS,2111076,2111976,900,-,dTDP-4-dehydrorhamnose reductase,b2040,46.55555555555556,AAC75101.1
CDS,2111975,2113061,1086,-,"dTDP-glucose 4,6-dehydratase 1",b2041,43.646408839779006,AAC75102.1
CDS,2113433,2114327,894,-,"UTP:glucose-1-phosphate uridylyltransferase, low activity",b2042,51.67785234899329,AAC75103.1
CDS,2114501,2115896,1395,-,putative colanic acid biosynthesis protein WcaM,b2043,47.096774193548384,AAC75104.1
CDS,2115906,2117127,1221,-,putative colanic acid biosynthesis glycosyl transferase WcaL,b2044,54.87305487305487,AAC75105.1
CDS,2117123,2118404,1281,-,colanic acid biosynthesis pyruvyl transferase WcaK,b2045,54.332552693208434,AAC75106.1
CDS,2118679,2120158,1479,-,colanic acid repeat unit flippase,b2046,54.090601757944555,AAC75107.1
CDS,2120159,2121554,1395,-,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,b2047,54.623655913978496,AAC75108.1
CDS,2121608,2122979,1371,-,phosphomannomutase,b2048,55.0692924872356,AAC75109.1
CDS,2123083,2124520,1437,-,mannose-1-phosphate guanylyltransferase,b2049,55.184411969380655,AAC75110.1
CDS,2124522,2125746,1224,-,colanic acid biosynthesis fucosyltransferase WcaI,b2050,55.55555555555556,AAC75111.1
CDS,2125742,2126222,480,-,GDP-mannose mannosyl hydrolase,b2051,54.58333333333333,AAC75112.2
CDS,2126224,2127190,966,-,GDP-L-fucose synthase,b2052,56.418219461697724,AAC75113.1
CDS,2127192,2128314,1122,-,"GDP-mannose 4,6-dehydratase",b2053,54.81283422459893,AAC75114.1
CDS,2128339,2128888,549,-,colanic acid biosynthesis acetyltransferase WcaF,b2054,47.90528233151184,AAC75115.1
CDS,2128903,2129650,747,-,"GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc- PP-Und alpha-(1,4)-fucosyltransferase",b2055,45.51539491298527,AAC75116.1
CDS,2129660,2130878,1218,-,colanic acid polymerase,b2056,42.03612479474548,AAC75117.1
CDS,2130852,2132070,1218,-,colanic acid biosynthesis galactosyltransferase WcaC,b2057,53.61247947454844,AAC75118.1
CDS,2132066,2132555,489,-,colanic acid biosynthesis acetyltransferase WcaB,b2058,53.987730061349694,AAC75119.1
CDS,2132557,2133397,840,-,"UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha- L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1,3)-glucuronosyltransferase",b2059,51.547619047619044,AAC75120.1
CDS,2133489,2135652,2163,-,protein-tyrosine kinase Wzc,b2060,52.6583448913546,AAC75121.2
CDS,2135654,2136098,444,-,protein-tyrosine phosphatase,b2061,54.5045045045045,AAC75122.1
CDS,2136103,2137243,1140,-,outer membrane polysaccharide export protein Wza,b2062,53.771929824561404,AAC75123.1
CDS,2137901,2139485,1584,+,inner membrane protein YegH,b2063,53.15656565656566,AAC75124.2
CDS,2139758,2141612,1854,-,putative assembly protein AsmA,b2064,52.53505933117584,AAC75125.1
CDS,2141633,2142215,582,-,dCTP deaminase,b2065,60.30927835051546,AAC75126.1
CDS,2142306,2142948,642,-,uridine/cytidine kinase,b2066,48.753894080996886,AAC75127.2
CDS,2143265,2146583,3318,+,diguanylate cyclase DgcE,b2067,52.35081374321881,AAC75128.1
CDS,2146691,2147540,849,-,DNA-3-methyladenine glycosylase 2,b2068,55.59481743227326,AAC75129.1
CDS,2147673,2149026,1353,+,HSP70 family protein YegD,b2069,56.09756097560976,AAC75130.2
CDS,2149038,2150985,1947,-,putative serine/threonine-protein kinase YegI,b2070,50.847457627118644,AAC75131.1
CDS,2151184,2151646,462,+,DUF2314 domain-containing protein YegJ,b2071,41.125541125541126,AAC75132.1
CDS,2151710,2152472,762,-,protein-serine/threonine phosphatase PphC,b2072,52.23097112860893,AAC75133.1
